distance_m,x_m,y_m
5274.3735646575215,-1033.0,-5161.0
5284.537777777779,-1118.8630120721905,-5024.460589307398
5288.277393494591,-1145.0,-4981.0
5298.760000000001,-1187.4649873122637,-4905.1505629385465
5310.271111111113,-1213.1455669966144,-4846.582318615742
5311.215004641494,-1216.0,-4840.0
5331.8756466095265,-1295.0,-4652.0
5336.871111111113,-1311.4511148588738,-4608.162068208943
5343.824322351549,-1334.0,-4540.0
5351.871111111112,-1365.1489077134947,-4429.803375987578
5365.0367761586,-1412.0,-4249.0
5382.537777777779,-1431.3317722869579,-4162.477736104716
5386.647424241215,-1436.0,-4129.0
5407.5155555555575,-1475.2863581730335,-3819.077592286958
5411.70225990203,-1481.0,-3770.0
5437.285399058877,-1490.0,-3628.0
5445.915555555557,-1492.4202435779275,-3549.9348871721527
5463.17893410253,-1498.0,-3339.0
5471.871111111113,-1499.1230091975808,-3230.0873583725765
5484.893333333335,-1498.777188820012,-3068.234611410594
5494.24962346543,-1498.0,-2963.0
5507.993333333336,-1496.39780703741,-2827.9144334113553
5525.885356630686,-1493.0,-2664.0
5541.54888888889,-1488.2513514396683,-2506.5251751546894
5565.271111111113,-1480.6058271291577,-2289.3677361807418
5568.169150479566,-1480.0,-2271.0
5599.0864083513525,-1470.0,-2050.0
5599.604444444447,-1469.483960641267,-2040.9380058512104
5611.194883907023,-1456.0,-1809.0
5630.71777777778,-1448.1599889461331,-1675.4065949669814
5644.186158396111,-1443.0,-1602.0
5648.106666666668,-1440.0705241372539,-1560.020902795736
5669.106666666669,-1416.7908605892578,-1226.4403732119756
5675.683078001192,-1411.0,-1145.0
5693.684444444446,-1402.0400842542376,-1026.0859657045148
5700.283232363548,-1399.0,-988.0
5711.295555555557,-1392.6354912230622,-908.3775973408901
5725.060211390004,-1382.4167843586579,-780.6930757643601
